Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-August-2017,127.50,128.20,126.00,126.10,126.511993787094849666,1361038,3545,172187631.00,763155,56.07,2.20,-1.40
24-August-2017,128.85,129.30,127.00,127.20,127.787948104309651653,1049644,3654,134131853.00,573686,54.66,2.30,-1.65
23-August-2017,129.05,129.50,126.10,128.40,128.265038028022411229,1671662,6796,214415790.00,668624,40.00,3.40,-0.65
22-August-2017,133.00,133.40,128.00,128.50,131.071693327653490410,2655003,7494,347995739.00,1757289,66.19,5.40,-4.50
21-August-2017,134.70,135.00,132.00,132.10,132.877338851428122757,2407111,7540,319850504.00,1303824,54.17,3.00,-2.60
18-August-2017,131.80,135.40,128.55,134.40,132.770533564006610234,4594088,15977,609959515.00,1776534,38.67,6.85,2.60
17-August-2017,129.00,134.50,127.00,131.80,131.975235074513294212,4763915,18083,628718802.00,2505135,52.59,7.50,2.80
16-August-2017,123.20,128.00,123.20,127.45,126.546238681871418759,3013970,10137,381406567.00,1735960,57.60,4.80,4.25
14-August-2017,117.00,124.90,115.75,122.50,121.164191320154510338,2200500,8435,266621803.00,1186238,53.91,9.15,5.50
11-August-2017,119.00,119.50,112.50,115.25,115.500393341522853295,3925342,35002,453378545.00,2229173,56.79,7.00,-3.75
10-August-2017,125.55,125.80,114.20,119.05,119.750198470271539991,3184356,18819,381327263.00,1663009,52.22,11.60,-6.50
9-August-2017,125.25,127.50,124.10,125.55,126.340148350420980331,2395005,33605,302585287.00,1392450,58.14,3.40,0.30
8-August-2017,125.40,129.00,120.55,125.85,125.468364311203700774,3319305,23424,416467769.00,1222861,36.84,8.45,0.45
7-August-2017,128.95,129.90,124.10,125.10,127.005716960904899340,2836647,10185,360270386.00,1649096,58.14,5.80,-3.85
4-August-2017,120.00,129.70,119.50,128.20,125.183573597556790138,5506854,16809,689367663.00,3180654,57.76,10.20,8.20
3-August-2017,120.50,121.90,118.00,118.80,120.332776816962401100,2202990,6605,265091904.00,1346775,61.13,3.90,-1.70
2-August-2017,123.00,124.40,119.50,121.20,122.685081903745661744,2616547,7819,321011283.00,1477251,56.46,4.90,-1.80
1-August-2017,119.85,123.35,119.50,122.60,122.105242299591406328,5445263,20607,664895158.00,2818667,51.76,3.85,2.75
31-July-2017,113.10,118.75,113.10,118.00,116.485439550581356730,2619562,7878,305140831.00,1434455,54.76,5.65,4.90
28-July-2017,113.90,118.25,113.00,115.90,115.700741355945972209,5834849,22169,675096355.00,1602476,27.46,5.25,2.00
27-July-2017,115.50,116.90,113.90,115.10,115.389002299313351430,1589605,9018,183422935.00,796066,50.08,3.00,-0.40
26-July-2017,115.00,116.00,114.05,115.00,114.978648219606702493,1870289,14780,215043301.00,1176585,62.91,1.95,0.00
25-July-2017,116.00,116.80,114.50,115.70,115.932617747744060230,1539159,9836,178438732.00,764279,49.66,2.30,-0.30
24-July-2017,116.85,117.75,115.50,115.80,116.331113667116010637,1577114,9528,183467428.00,669329,42.44,2.25,-1.05
21-July-2017,115.65,117.50,115.15,116.25,116.399179412050531769,1780187,10440,207212306.00,730981,41.06,2.35,0.60
20-July-2017,116.05,117.50,114.95,116.00,116.182682528414430223,1862258,11024,216362130.00,895552,48.09,2.55,-0.05
19-July-2017,116.55,118.70,115.50,116.95,116.742114665346652615,2820172,12113,329232843.00,1244890,44.14,3.20,0.40
18-July-2017,115.10,116.20,113.60,115.35,115.322244725909077954,2175446,12879,250877316.00,1028868,47.29,2.60,0.25
17-July-2017,113.60,121.00,111.10,115.10,117.241447123925996016,6474138,26340,759037308.00,2888898,44.62,9.90,1.50
14-July-2017,118.90,119.15,110.70,113.50,113.919918204371988429,5944572,22005,677205156.00,3016487,50.74,8.45,-5.40
13-July-2017,122.00,122.80,117.30,118.70,119.990924611486782359,4852795,15756,582291359.00,2690125,55.43,5.50,-3.30
12-July-2017,121.05,124.45,118.80,122.85,121.543734391929795849,4057196,14150,493126753.00,1748116,43.09,5.65,1.80
11-July-2017,124.00,124.70,120.10,121.10,122.768853181482017710,4088912,23594,501991037.00,1975682,48.32,4.60,-2.90
10-July-2017,126.00,126.50,125.00,125.25,125.673593216807792383,1747142,7768,219569613.00,687883,39.37,1.50,-0.75
7-July-2017,126.65,127.70,124.15,124.80,125.558660298925001571,4072192,13597,511298972.00,1561366,38.34,3.55,-1.85
6-July-2017,125.60,127.20,123.95,125.20,125.716456979878118456,3701791,14657,465376049.00,1441739,38.95,3.25,-0.40
5-July-2017,126.50,127.40,123.95,124.70,125.271246157046883051,3840471,19262,481100588.00,1907418,49.67,3.45,-1.80
4-July-2017,126.50,130.70,126.50,126.80,128.127312083716561863,3598810,15742,461105852.00,1290585,35.86,4.20,0.30
3-July-2017,131.00,132.90,118.00,128.70,127.375243528215495486,11131667,35280,1417898795.00,2444368,21.96,14.90,-2.30
30-June-2017,129.00,134.65,126.00,132.15,130.303513451911778414,5760631,18862,750630459.00,1421074,24.67,8.65,3.15
29-June-2017,132.50,134.90,128.70,129.90,132.362511967668997323,5998453,21556,793970307.00,2212607,36.89,6.20,-2.60
28-June-2017,123.00,131.45,119.60,130.10,126.182806477827613634,6370469,23676,803843657.00,1707549,26.80,11.85,7.10
27-June-2017,129.05,129.50,123.00,123.45,125.123837669875522473,2750617,14991,344167755.00,1181565,42.96,6.50,-5.60
23-June-2017,132.65,133.35,126.60,128.05,128.791813382796268189,4200856,18218,541035862.00,1597271,38.02,6.75,-4.60
22-June-2017,132.75,136.30,132.00,132.70,134.302979988901990705,5536128,19126,743518488.00,1890178,34.14,4.30,-0.05
21-June-2017,128.70,132.70,128.30,131.70,130.780194793918713587,6449688,23377,843491453.00,2188950,33.94,4.40,3.00
20-June-2017,127.00,128.20,126.15,126.60,126.991658812898963302,4116920,13985,522814500.00,1647134,40.01,2.05,-0.40
19-June-2017,124.90,125.65,122.95,124.55,124.537083345168240740,2710907,14173,337608451.00,1129041,41.65,2.70,-0.35
16-June-2017,123.60,125.75,123.40,124.10,124.683559293284021896,4374374,17086,545412520.00,1732189,39.60,2.35,0.50
15-June-2017,123.00,125.50,121.75,122.35,123.813765078473318585,4528227,15426,560656834.00,1649741,36.43,3.75,-0.65
14-June-2017,120.25,122.20,118.10,121.55,121.001828033631563456,3947958,15718,477710135.00,1163494,29.47,4.10,1.30
13-June-2017,119.70,122.70,119.10,120.15,121.006127833836742635,5499170,18585,665433268.00,2301159,41.85,3.60,0.45
12-June-2017,114.65,120.40,113.25,119.15,117.466899688946424608,5101372,21469,599242353.00,1956621,38.35,7.15,4.50
9-June-2017,114.95,116.20,113.60,115.75,115.189668759454411636,2997278,10553,345255460.00,1086321,36.24,2.60,0.80
8-June-2017,114.50,117.00,113.60,115.00,115.554876444455197316,5951898,18966,687770838.00,2389456,40.15,3.40,0.50
7-June-2017,106.15,114.20,105.55,111.90,110.078018182483040419,5715501,15391,629151023.00,2864546,50.12,8.65,5.75
6-June-2017,105.45,107.40,103.20,106.15,105.811307986072110524,3561200,12373,376815230.00,1362895,38.27,4.20,0.70
5-June-2017,100.25,105.90,99.50,104.90,103.690909192526770102,4652018,15403,482371976.00,1538650,33.07,6.40,4.65
2-June-2017,108.20,108.85,102.70,103.80,106.021600157486849317,3205347,9277,339836018.00,1762596,54.99,6.15,-4.40
1-June-2017,106.40,108.20,105.00,107.45,106.631256457163119424,3102175,11264,330788818.00,906741,29.23,3.20,1.05
31-May-2017,99.40,106.05,98.75,105.65,104.299489962426699145,5316275,17232,554484771.00,1811688,34.08,7.30,6.25
30-May-2017,102.90,103.00,100.10,101.35,101.441801987833708124,2219904,9097,225191062.00,636089,28.65,2.90,-1.55
29-May-2017,103.20,103.45,99.80,101.85,101.848902336232219601,2211424,11392,225231107.00,877689,39.69,3.65,-1.35
26-May-2017,105.90,109.20,101.80,102.25,105.130497355062062806,6521136,29568,685570271.00,3103427,47.59,7.40,-3.65
25-May-2017,100.50,104.10,100.00,103.75,102.713310159797543943,2443592,9023,250989423.00,897067,36.71,4.10,3.25
24-May-2017,104.75,108.70,98.00,99.95,103.688416517169293694,5308343,20092,550413680.00,1917238,36.12,10.70,-4.80
23-May-2017,103.95,105.50,95.05,104.75,102.187342475707829413,5922896,20267,605245002.00,1879218,31.73,10.45,0.80
22-May-2017,111.00,111.80,101.50,102.50,104.697379531040310937,4127391,15003,432127022.00,1839928,44.58,10.30,-8.50
19-May-2017,113.95,114.20,109.05,109.70,111.653663058929927302,2246838,8111,250867693.00,965332,42.96,5.15,-4.25
18-May-2017,113.60,114.70,110.30,112.00,112.354149904038110090,4383511,18014,492505652.00,1316742,30.04,4.40,-1.60
17-May-2017,118.50,118.90,113.40,114.95,116.689688284731300156,2294177,9131,267706799.00,876639,38.21,5.50,-3.55
16-May-2017,118.00,119.50,117.55,118.50,118.654407357287285341,2350649,7107,278914864.00,738852,31.43,1.95,0.50
15-May-2017,118.35,119.70,115.00,117.70,117.624988496287341302,3987843,12164,469069987.00,1062044,26.63,4.70,-0.65
12-May-2017,122.40,122.40,109.55,117.95,117.874452817938624789,3699637,14498,436092687.00,1224875,33.11,12.85,-4.45
11-May-2017,123.90,126.25,121.50,121.95,123.671491334230405268,5850144,18310,723496033.00,1818659,31.09,4.75,-1.95
10-May-2017,123.35,124.70,121.20,122.95,122.748099409358527136,3401048,10317,417472178.00,1084481,31.89,3.50,-0.40
9-May-2017,122.40,124.50,122.40,123.40,123.446979043012756995,4892688,16846,603987553.00,1803761,36.87,2.10,1.00
8-May-2017,119.30,121.85,117.80,121.20,120.570660840351053651,5587522,16705,673691220.00,2029033,36.31,4.05,1.90
5-May-2017,114.25,121.85,113.90,117.50,118.580504187655382188,12126953,39585,1438020201.00,3582525,29.54,7.95,3.25
4-May-2017,115.80,116.20,111.80,112.45,113.437859551285252122,3805090,14763,431641265.00,1843033,48.44,4.40,-3.35
3-May-2017,113.95,117.40,113.60,115.60,115.708389585907145705,7170783,22795,829719753.00,2237149,31.20,3.80,1.65
2-May-2017,108.90,112.90,108.45,112.30,110.974010911060696729,9167578,26334,1017362901.00,3684211,40.19,4.45,3.40
28-April-2017,107.40,109.40,105.80,107.35,107.915901688784706427,4957115,14559,534951535.00,2170223,43.78,3.60,-0.05
27-April-2017,107.55,108.55,106.20,106.75,107.278590650344370799,4102119,14821,440069545.00,1415398,34.50,2.35,-0.80
26-April-2017,106.30,109.80,105.00,106.00,107.265271751688018279,7011180,19790,752056128.00,2214304,31.58,4.80,-0.30
25-April-2017,104.90,106.40,104.10,104.90,105.416580643289458021,3687951,11812,388771184.00,1322546,35.86,2.30,0.00
24-April-2017,106.30,107.65,103.50,104.15,105.525796170000157809,6526841,18049,688750093.00,2141514,32.81,4.15,-2.15
21-April-2017,104.00,109.70,102.50,105.60,106.482239881716888223,13369956,41452,1423662862.00,3621660,27.09,7.20,1.60
20-April-2017,95.30,105.00,95.00,103.70,101.393790356069287761,19580543,53475,1985345472.00,5800106,29.62,10.00,8.40
19-April-2017,92.00,94.75,91.30,93.90,93.258146609953672979,3428021,8910,319690885.00,1211361,35.34,3.45,1.90
18-April-2017,95.00,97.30,90.30,92.00,94.888547036573495469,3378977,9287,320626218.00,1459351,43.19,7.00,-3.00
17-April-2017,97.40,97.40,94.80,95.05,95.725654049666674421,1934295,5392,185161654.00,728023,37.64,2.60,-2.35
13-April-2017,97.00,98.70,96.10,96.65,97.399208235357077717,3662452,12241,356719925.00,1433473,39.14,2.60,-0.35
12-April-2017,97.50,97.85,93.95,96.00,96.019907576913629663,4979059,14327,478088785.00,1461444,29.35,3.90,-1.50
11-April-2017,98.00,99.80,97.05,97.65,98.340247576905234381,5156216,16292,507063558.00,1754869,34.03,2.75,-0.35
10-April-2017,93.75,97.60,92.20,97.00,95.426122314952328039,7741343,28585,738726344.00,2895946,37.41,5.40,3.25
7-April-2017,97.50,97.50,92.30,92.70,94.604966752209091379,7067838,26727,668652579.00,3341008,47.27,5.20,-4.80
6-April-2017,100.00,101.45,98.00,98.70,99.937568740376347311,3800532,10271,379815928.00,1734115,45.63,3.45,-1.30
5-April-2017,102.90,102.90,100.20,100.85,101.014580654742132269,3582418,9962,361876452.00,1992396,55.62,2.70,-2.05
3-April-2017,103.05,105.00,102.65,103.10,103.561617642239101012,4546271,12451,470819179.00,2027346,44.59,2.35,0.05
31-March-2017,102.00,103.70,101.00,101.70,102.424617043817052142,5188779,18186,531458702.00,2084192,40.17,2.70,-0.30
30-March-2017,100.50,102.00,98.05,101.00,100.409514234056194171,9363213,27010,940155669.00,2163008,23.10,3.95,0.50
29-March-2017,103.70,104.30,100.20,100.90,101.956907179441099829,5008050,17431,510605289.00,1978398,39.50,4.10,-2.80
28-March-2017,102.00,103.70,101.60,102.70,102.643740480667472068,8330416,25516,855065058.00,2531138,30.38,2.10,0.70
27-March-2017,94.70,101.45,94.40,100.65,99.459874821217899114,15489526,43832,1540586317.00,4959962,32.02,7.05,5.95
24-March-2017,94.40,97.40,93.60,94.20,95.535127943401052771,12236270,37018,1168993620.00,3881640,31.72,3.80,-0.20
23-March-2017,84.80,96.00,84.75,93.40,90.756770234441223602,22553798,53470,2046909863.00,8505825,37.71,11.25,8.60
22-March-2017,84.90,86.40,83.65,84.05,84.722505474397088358,3915043,10067,331692252.00,1293415,33.04,2.75,-0.85
21-March-2017,85.95,86.20,84.10,85.40,85.046454259130271782,2966122,10098,252258159.00,1168229,39.39,2.10,-0.55
20-March-2017,84.30,86.20,83.30,85.70,84.800427083525384563,5206944,11607,441551075.00,2111016,40.54,2.90,1.40
17-March-2017,84.45,87.00,83.50,84.05,85.276916436832733125,9413681,21541,802769688.00,2989727,31.76,3.50,-0.40
16-March-2017,83.50,84.90,83.00,84.10,84.129280214554812049,6398365,15332,538289842.00,2364698,36.96,1.90,0.60
15-March-2017,82.00,83.45,81.60,82.85,82.869057529669268855,6977843,23713,578247273.00,2795146,40.06,1.85,0.85
14-March-2017,82.00,83.15,80.00,81.35,81.409006075028250101,8357492,21001,680375117.00,3162200,37.84,3.15,-0.65
10-March-2017,81.50,82.45,78.60,79.15,80.416876685891812091,6230382,17316,501027861.00,2354147,37.78,3.85,-2.35
9-March-2017,78.60,82.70,77.75,81.20,80.970576052600159610,22915824,63104,1855507470.00,8166017,35.63,4.95,2.60
8-March-2017,75.25,81.70,73.20,77.40,78.280828223046092957,28259827,54438,2212202663.00,5727492,20.27,8.50,2.15
7-March-2017,74.45,76.30,73.50,75.25,75.288481735998979301,5917515,13056,445520720.00,2351240,39.73,2.80,0.80
6-March-2017,73.90,74.75,73.20,74.05,73.964908295356054463,3147496,7687,232804253.00,1010757,32.11,1.55,0.15
3-March-2017,72.35,75.15,71.40,73.90,73.529770882882797218,5047986,13901,371177254.00,1673957,33.16,3.75,1.55
2-March-2017,75.90,76.30,71.30,72.50,73.707735883029164223,4332020,11560,319303386.00,2051896,47.37,5.00,-3.40
1-March-2017,75.50,77.75,75.00,75.45,76.459193013935006634,5818440,15356,444873227.00,2474006,42.52,2.75,-0.05
28-February-2017,76.40,77.00,73.50,75.25,75.498052109054720960,7654946,21401,577933512.00,2808001,36.68,3.50,-1.15
27-February-2017,71.00,76.70,70.70,76.05,74.437133960831069203,12980339,27600,966219233.00,5584570,43.02,6.00,5.05
23-February-2017,73.05,74.25,69.50,71.30,71.542823706222934543,6761617,16566,483745173.00,2644329,39.11,4.75,-1.75
22-February-2017,69.80,73.80,69.50,72.60,72.285688895582114167,20159688,44003,1457256935.00,8423849,41.79,4.30,2.80
21-February-2017,65.20,69.85,65.00,69.30,68.062343086295484513,14692391,31606,999998557.00,6601999,44.93,4.85,4.10
20-February-2017,62.40,65.40,62.00,64.70,63.708332803245229661,4952007,11109,315484110.00,2733910,55.21,3.40,2.30
17-February-2017,62.75,63.15,61.55,61.90,62.322511662218232690,3350992,8292,208842238.00,1578597,47.11,1.60,-0.85
16-February-2017,60.05,61.30,60.05,60.95,60.664005235810523533,1883949,4776,114287892.00,1000027,53.08,1.25,0.90
15-February-2017,63.50,64.05,59.40,60.00,61.224678342744078053,6771338,15006,414572991.00,3640133,53.76,4.65,-3.50
14-February-2017,64.50,65.50,64.05,64.35,64.801227553217665780,2483151,4864,160911233.00,1217604,49.03,1.45,-0.15
13-February-2017,64.50,64.75,63.55,64.00,64.038013831743594783,1129431,2459,72326518.00,726643,64.34,1.20,-0.50
10-February-2017,64.65,64.80,63.90,64.05,64.162730819044073738,1547316,3076,99280020.00,760626,49.16,0.90,-0.60
9-February-2017,65.55,65.65,64.05,64.20,64.555018530285387676,1315684,3606,84934005.00,636883,48.41,1.60,-1.35
8-February-2017,63.85,65.50,63.75,65.15,64.775936009316023667,2246452,5222,145516031.00,1187687,52.87,1.75,1.30
7-February-2017,64.50,65.35,63.45,63.60,64.297529806815102863,1970858,4614,126721301.00,893197,45.32,1.90,-0.90
6-February-2017,64.20,65.75,63.65,64.35,64.747394648166329496,2304967,4707,149240608.00,1178954,51.15,2.10,0.15
3-February-2017,66.80,67.15,64.55,65.00,65.517709581976801034,2761330,5876,180916017.00,1267270,45.89,2.60,-1.80
2-February-2017,64.50,65.35,64.00,64.60,64.692052670926687534,1766971,4664,114308981.00,785120,44.43,1.35,0.10
1-February-2017,65.00,65.45,63.00,64.20,63.978846004164153256,2877896,7406,184124465.00,1259534,43.77,2.45,-0.80
31-January-2017,67.00,67.20,64.40,64.85,65.783617184252778131,2894301,6533,190397589.00,1539126,53.18,2.80,-2.15
30-January-2017,66.00,67.90,65.30,67.30,66.693274748686877474,4689966,10522,312789191.00,2234005,47.63,2.60,1.30
27-January-2017,63.00,66.50,62.40,66.00,64.876027714733658364,5753907,11791,373290630.00,2989647,51.96,4.10,3.00
25-January-2017,62.65,63.00,62.05,62.45,62.537383630600957056,2011375,7984,125786130.00,956038,47.53,0.95,-0.20
24-January-2017,63.70,63.95,62.20,62.40,62.865398826039066965,1721352,4392,108213480.00,1040956,60.47,1.75,-1.30
23-January-2017,63.65,64.50,63.20,63.35,63.594754375194176416,1345426,6385,85562036.00,634157,47.13,1.30,-0.30
20-January-2017,65.45,65.95,63.50,63.80,64.645175001863638899,2025607,5292,130945719.00,1175073,58.01,2.45,-1.65
19-January-2017,65.55,66.90,64.70,65.30,65.751773953369837072,3225423,7276,212077284.00,1218296,37.77,2.20,-0.25
18-January-2017,65.55,66.45,65.10,65.45,65.803132723333821168,2425685,6215,159617672.00,912645,37.62,1.35,-0.10
17-January-2017,66.00,66.25,64.30,65.10,65.222579245622437632,2173527,7144,141763037.00,1070542,49.25,1.95,-0.90
16-January-2017,65.90,66.60,65.55,65.75,66.177986473508209620,2765536,8448,183017604.00,1315980,47.58,1.05,-0.15
13-January-2017,65.20,66.55,64.55,65.50,65.692962659983147955,6515530,17085,428024469.00,2614075,40.12,2.00,0.30
12-January-2017,65.45,65.45,63.60,63.90,64.187442445551118822,3055802,7231,196144115.00,1256978,41.13,1.85,-1.55
11-January-2017,65.00,66.10,64.65,65.20,65.440746021212099112,4936428,17305,323043531.00,2112741,42.80,1.45,0.20
10-January-2017,64.00,64.80,63.55,64.50,64.202242705968281648,3885574,7730,249462565.00,1439397,37.04,1.25,0.50
9-January-2017,63.95,64.40,62.10,63.70,63.549860141011063493,2794958,6787,177619190.00,1318928,47.19,2.30,-0.25
6-January-2017,63.80,64.70,63.15,63.55,63.911862884259529042,3638036,9263,232513658.00,1723671,47.38,1.55,-0.25
5-January-2017,60.80,63.70,60.40,63.15,62.493416317559810720,5174156,11222,323350685.00,2810200,54.31,3.30,2.35
4-January-2017,58.45,60.70,58.35,60.35,59.860677320186960572,2974103,9261,178031820.00,1382221,46.48,2.35,1.90
3-January-2017,58.70,59.50,57.75,58.35,58.696313547984795582,1808948,6805,106178579.00,883996,48.87,1.75,-0.35
2-January-2017,56.80,59.15,55.55,58.75,57.738057508002858513,3268832,7870,188736010.00,1327248,40.60,3.60,1.95
30-December-2016,56.60,57.50,56.50,57.20,57.120077455529295546,1449606,5249,82801607.00,772756,53.31,1.00,0.60
29-December-2016,56.50,56.70,55.85,56.40,56.241866968947285680,1208590,3680,67973358.00,712008,58.91,0.85,-0.10
28-December-2016,57.30,57.75,56.00,56.20,56.794038390048734449,2356444,5866,133831971.00,1245967,52.87,1.75,-1.10
27-December-2016,57.70,58.20,55.50,56.95,56.697792455514514097,3036496,6789,172162620.00,1603337,52.80,2.70,-0.75
26-December-2016,59.80,60.00,57.40,57.85,58.525292974542003774,1433145,3978,83875231.00,879924,61.40,2.60,-1.95
23-December-2016,60.35,60.35,59.55,59.90,59.919936496108663377,2292143,4491,137345063.00,1533948,66.92,0.80,-0.45
22-December-2016,60.65,60.90,59.30,59.90,59.993509996195710805,2465638,5082,147922278.00,1639269,66.48,1.60,-0.75
21-December-2016,60.35,60.80,59.60,60.25,60.121137480361146507,1967401,3641,118282386.00,1192707,60.62,1.20,-0.10
20-December-2016,60.95,62.00,60.10,60.35,60.971017184670581935,1566687,3664,95522500.00,763737,48.75,1.90,-0.60
19-December-2016,61.35,61.70,60.50,60.80,61.056513557282572310,1326372,3748,80983650.00,654072,49.31,1.20,-0.55
16-December-2016,61.40,62.25,60.70,61.00,61.396355639075774510,2190288,5056,134475701.00,1038232,47.40,1.55,-0.40
15-December-2016,60.80,62.35,60.15,61.00,61.559167635077591740,1906904,4681,117387423.00,932200,48.89,2.20,0.20
14-December-2016,62.75,62.95,60.90,61.20,61.883416724081229726,1760587,4787,108951139.00,921785,52.36,2.05,-1.55
13-December-2016,59.20,63.00,59.05,62.55,61.304621118797182475,3292536,8180,201847672.00,1380634,41.93,3.95,3.35
12-December-2016,60.60,60.60,59.30,59.55,59.731015310240594396,2331642,5722,139271344.00,1491107,63.95,1.30,-1.05
9-December-2016,61.85,61.90,60.20,60.60,61.158076960748211358,1317061,3839,80548918.00,857507,65.11,1.70,-1.25
8-December-2016,62.20,62.40,61.15,61.30,61.755356525704583359,1394654,3717,86127355.00,664127,47.62,1.25,-0.90
7-December-2016,62.50,62.75,61.00,61.45,61.897994176380650668,1362383,3898,84328775.00,706279,51.84,1.75,-1.05
6-December-2016,63.40,63.40,62.10,62.30,62.611771489399450013,1037116,2701,64935670.00,495281,47.76,1.30,-1.10
5-December-2016,63.50,63.50,62.10,62.85,62.757223977717584860,1409542,3675,88458943.00,642085,45.55,1.40,-0.65
2-December-2016,61.00,64.25,60.30,62.95,62.272917669168133302,3603486,8040,224399587.00,1532620,42.53,3.95,1.95
1-December-2016,64.00,64.00,60.95,61.75,62.042061179165897857,4476622,10481,277738856.00,1968165,43.97,3.05,-2.25
30-November-2016,64.60,65.60,64.05,64.35,64.985158522810518632,4463774,7190,290079061.00,1998307,44.77,1.55,-0.25
29-November-2016,65.65,65.75,63.80,64.00,64.718782338980540821,3902991,9731,252596825.00,1561656,40.01,1.95,-1.65
28-November-2016,64.70,66.45,63.75,65.75,65.483948726934603456,7744339,17479,507129898.00,2602469,33.60,2.70,1.05
25-November-2016,65.40,67.40,63.25,65.35,65.820230871311589073,13463691,25505,886183250.00,4085752,30.35,4.15,-0.05
24-November-2016,61.50,64.85,60.55,64.40,63.324707801839216849,4719400,11026,298854626.00,1700269,36.03,4.30,2.90
23-November-2016,59.80,61.85,59.20,61.60,60.863737672621294705,2895283,7409,176217745.00,1162364,40.15,2.65,1.80
22-November-2016,60.20,60.35,58.00,59.75,59.404718502706436544,1828419,5136,108616716.00,741443,40.55,2.35,-0.45
21-November-2016,61.30,61.90,58.75,59.05,60.192672788867241690,2645454,6310,159236947.00,1294565,48.94,3.15,-2.25
18-November-2016,61.00,61.80,60.05,61.10,61.075873887144731586,2901433,5845,177207556.00,1041149,35.88,1.75,0.10
17-November-2016,59.90,61.30,59.40,60.40,60.133154043449850167,2779112,5157,167116770.00,1359512,48.92,1.90,0.50
16-November-2016,61.70,61.80,58.70,59.80,60.072143254134145274,2903986,6541,174448663.00,1142530,39.34,3.10,-1.90
15-November-2016,64.00,64.00,58.90,59.75,60.603511922501583565,5217655,9662,316208217.00,3114832,59.70,5.10,-4.25
11-November-2016,65.90,65.90,63.40,63.70,64.451752933010822901,2822441,7039,181911270.00,1314746,46.58,2.50,-2.20
10-November-2016,66.50,67.30,65.00,66.45,66.448717861574120792,3825094,7564,254172592.00,1929075,50.43,2.30,-0.05
9-November-2016,60.00,65.00,54.50,64.50,61.432354795842977532,10311034,21100,633431099.00,3888776,37.71,10.50,4.50
8-November-2016,66.00,66.35,63.70,65.50,65.007253496697345876,3508239,9625,228060982.00,1596444,45.51,2.65,-0.50
7-November-2016,66.50,67.70,64.50,65.05,66.500671306534443996,3809735,8206,253349935.00,1955860,51.34,3.20,-1.45
4-November-2016,69.55,70.00,64.80,65.35,66.647545773560581118,5479364,11625,365186163.00,2839234,51.82,5.20,-4.20
3-November-2016,71.45,72.80,68.90,69.75,71.126368886503676950,3165803,7200,225172072.00,1654157,52.25,3.90,-1.70
2-November-2016,71.80,72.45,71.00,71.40,71.734957814162531491,5387116,10691,386444539.00,2756778,51.17,1.45,-0.40
1-November-2016,74.60,76.30,72.65,72.90,74.494153085186414763,8208175,19794,611461045.00,4219043,51.40,3.65,-1.70
30-October-2016,72.65,74.20,72.50,73.70,73.333608293456419861,3681746,7014,269995719.00,1942852,52.77,1.70,1.05
28-October-2016,70.90,73.00,70.55,72.35,72.334379071717205909,5347099,10594,386779086.00,2382848,44.56,2.45,1.45
27-October-2016,72.75,73.30,69.10,70.90,71.248797376606195375,5684240,12368,404995264.00,2344818,41.25,4.20,-1.85
26-October-2016,71.55,74.30,71.10,72.70,72.921723217680323591,14687152,30914,1071012433.00,5542994,37.74,3.20,1.15
25-October-2016,67.10,71.50,67.10,70.85,69.877701121518279191,12158607,23701,849615506.00,5532910,45.51,4.40,3.75
24-October-2016,67.95,69.00,66.70,67.00,68.022155655034397403,3315948,7712,225557931.00,1494586,45.07,2.30,-0.95
21-October-2016,70.00,70.00,67.25,67.55,68.276035338041329307,11969424,26777,817224816.00,6020560,50.30,2.75,-2.45
20-October-2016,70.00,70.70,68.00,70.10,69.649375088625490892,10881463,23019,757887098.00,4498073,41.34,2.70,0.10
19-October-2016,65.70,70.00,65.10,69.35,67.888324464468034371,13801277,29613,936945571.00,6359007,46.08,4.90,3.65
18-October-2016,63.80,65.80,62.80,64.95,64.554102257793951713,5856336,13847,378050513.00,3115232,53.19,3.00,1.15
17-October-2016,61.00,63.50,60.95,63.15,62.643409307686810848,6437260,13043,403251913.00,3313981,51.48,2.55,2.15
14-October-2016,58.50,61.80,58.40,60.70,60.489571054442499469,5796703,14254,350640078.00,2416139,41.68,3.40,2.20
13-October-2016,57.50,59.00,57.10,58.40,58.153210143238633267,3449628,6497,200606942.00,2081273,60.33,1.90,0.90
10-October-2016,58.40,58.65,57.50,57.65,57.916813181719360944,1531697,3942,88711009.00,1021303,66.68,1.15,-0.75
7-October-2016,58.80,58.90,58.00,58.15,58.340778074085867430,1808928,5008,105534267.00,863774,47.75,0.90,-0.65
6-October-2016,58.90,58.90,57.90,58.05,58.338186282539275803,1849803,5138,107914152.00,951321,51.43,1.00,-0.85
5-October-2016,59.40,59.90,58.25,58.45,58.819163937952627930,2008272,5393,118124880.00,1220117,60.75,1.65,-0.95
4-October-2016,59.80,61.25,58.25,58.95,59.807626136054455729,3204952,7782,191680571.00,1362508,42.51,3.00,-0.85
3-October-2016,58.90,60.45,58.60,59.50,59.702254342625680825,3186206,9109,190223681.00,1606797,50.43,1.85,0.60
30-September-2016,56.75,59.00,56.75,58.50,58.283343209478294103,2851990,8196,166223512.00,1255003,44.00,2.25,1.75
29-September-2016,62.00,62.40,56.40,56.75,58.705920877311124705,5838932,15375,342779880.00,3376351,57.82,6.00,-5.25
