Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-October-2015,42.95,44.25,42.20,43.10,43.331174408172800389,6112764,12465,264873243.00,1815782,29.70,2.05,0.15
28-October-2015,44.60,45.20,43.35,43.65,44.147892722102434298,6400200,12683,282555343.00,2670999,41.73,1.85,-0.95
27-October-2015,42.70,45.15,42.50,44.15,44.074258472796904832,14288080,27082,629736531.00,4629594,32.40,2.65,1.45
26-October-2015,43.95,43.95,41.20,41.80,42.340387108462425941,7793888,15114,329996235.00,2630857,33.76,2.75,-2.15
23-October-2015,44.40,45.25,43.00,43.70,43.960805038894245736,7924437,15712,348364630.00,2468184,31.15,2.25,-0.70
21-October-2015,44.60,45.85,40.40,44.15,43.207474987953682452,21176596,42930,914987242.00,4952214,23.39,5.45,-0.45
20-October-2015,49.65,50.80,42.80,44.10,47.188891144294792337,35066366,59155,1654742928.00,13532393,38.59,8.00,-5.55
19-October-2015,44.40,47.55,44.20,47.55,47.027292497136397625,3993222,5318,187790419.00,2986482,74.79,3.35,3.15
16-October-2015,41.70,43.60,40.80,43.25,42.555641168732726684,14383819,24022,612112640.00,5193498,36.11,2.80,1.55
15-October-2015,39.00,42.40,37.65,41.55,40.313883146357846890,21479108,33514,865906250.00,6318297,29.42,4.75,2.55
14-October-2015,38.60,40.00,38.00,38.85,39.149769402166168345,24364496,35667,953864400.00,8566523,35.16,2.00,0.25
13-October-2015,31.95,37.30,31.95,37.30,35.451360351512363101,30911459,41679,1095853272.00,9538697,30.86,5.35,5.35
12-October-2015,29.60,31.70,29.45,31.10,30.495591716027989722,8018086,8665,244516277.00,3309041,41.27,2.25,1.50
9-October-2015,29.90,30.60,29.00,29.30,29.703081968317431403,7244299,6838,215178007.00,2601878,35.92,1.60,-0.60
8-October-2015,29.95,30.10,29.00,29.50,29.582840853434891576,3170857,3806,93802958.00,1688028,53.24,1.10,-0.45
7-October-2015,30.10,30.80,29.25,29.75,30.071060594899079877,6257969,7005,188183765.00,2875671,45.95,1.55,-0.35
6-October-2015,29.00,30.65,28.70,30.00,30.004050232805228616,8267426,10599,248056265.00,3387889,40.98,1.95,1.00
5-October-2015,29.00,29.50,28.55,29.05,29.120135562769400653,4991636,5535,145357117.00,2386029,47.80,0.95,0.05
1-October-2015,27.25,29.65,26.95,28.90,28.523441607655778659,15517899,13943,442623886.00,6218776,40.07,2.70,1.65
30-September-2015,27.10,27.40,26.80,27.10,27.140256977562595277,3168370,3095,85990376.00,1404406,44.33,0.60,0.00
29-September-2015,26.35,27.30,25.85,26.90,26.674055551255773702,3346423,4516,89262673.00,1241459,37.10,1.45,0.55
28-September-2015,26.90,27.35,26.45,26.60,26.918504644429444154,3768816,4292,101450891.00,2104631,55.84,0.90,-0.30
24-September-2015,26.65,27.25,26.25,26.90,26.746342392351200378,4111704,4110,109973043.00,1610282,39.16,1.00,0.25
23-September-2015,25.35,26.70,25.25,26.40,26.215561126634204419,4770670,5584,125065791.00,2152390,45.12,1.45,1.05
22-September-2015,25.50,26.65,25.25,25.40,25.896064684628045212,5611596,5304,145318253.00,2546633,45.38,1.40,-0.10
21-September-2015,24.85,25.65,24.85,25.25,25.357653643819372824,1845193,2147,46789765.00,845350,45.81,0.80,0.40
18-September-2015,25.45,26.20,25.05,25.40,25.536112147825810755,5037280,4852,128632547.00,2231385,44.30,1.15,-0.05
16-September-2015,25.50,25.65,24.80,25.00,25.130678306628458060,2503101,3189,62904626.00,1132819,45.26,0.85,-0.50
15-September-2015,24.05,25.80,24.05,25.15,24.948320553047082322,6033772,7945,150532478.00,2353094,39.00,1.75,1.10
14-September-2015,24.70,24.70,23.40,23.80,24.127659042361459591,1839337,2575,44378896.00,1008515,54.83,1.30,-0.90
11-September-2015,24.05,25.20,24.05,24.25,24.550244001927416724,3853863,5281,94613277.00,1763154,45.75,1.15,0.20
10-September-2015,22.50,23.20,22.15,23.05,22.671262766858770843,2685175,2761,60876308.00,1267620,47.21,1.05,0.55
9-September-2015,23.00,23.50,22.85,23.10,23.051729704475237730,2078303,2707,47908479.00,808559,38.90,0.65,0.10
8-September-2015,23.00,23.05,21.75,22.70,22.457609737284966342,3080448,3933,69179499.00,1122838,36.45,1.30,-0.30
7-September-2015,23.15,23.70,22.35,22.50,22.957026307557400011,1786977,2772,41023678.00,817837,45.77,1.35,-0.65
4-September-2015,24.25,24.55,21.00,23.00,23.070026392225991462,3534753,4041,81546845.00,1711551,48.42,3.55,-1.25
3-September-2015,24.50,24.80,24.25,24.35,24.507716889753270030,1311150,1882,32133293.00,656227,50.05,0.55,-0.15
2-September-2015,24.85,25.10,24.10,24.20,24.501121861289354465,1749325,3238,42860425.00,701374,40.09,1.00,-0.65
1-September-2015,25.15,25.20,23.70,24.25,24.600803667977504967,4276144,5753,105196579.00,2008114,46.96,1.50,-0.90
31-August-2015,24.50,25.15,24.05,24.80,24.584992562185775886,2389815,2804,58753584.00,1241146,51.93,1.10,0.30
28-August-2015,25.70,25.95,24.30,24.65,25.207719125869148339,3582530,5155,90307410.00,1525590,42.58,1.65,-1.05
27-August-2015,23.90,25.70,23.40,25.35,24.626247173738774314,5906655,6241,145458746.00,2963982,50.18,2.30,1.45
26-August-2015,24.20,24.20,23.00,23.20,23.522089363436959439,4270449,4642,100449883.00,1946992,45.59,1.20,-1.00
25-August-2015,23.70,24.70,21.60,24.25,23.275185236948020350,7219537,8143,168036061.00,3170564,43.92,3.10,0.55
24-August-2015,26.00,26.70,23.10,23.30,24.717697095621892333,7130752,8229,176255768.00,4822803,67.63,3.60,-2.70
21-August-2015,27.00,27.50,26.10,27.20,26.778190847460521683,5035739,4554,134847980.00,2285111,45.38,1.40,0.20
20-August-2015,27.40,27.95,27.20,27.70,27.646134686203848117,5224841,5361,144446658.00,2116767,40.51,0.75,0.30
19-August-2015,27.90,27.95,26.85,27.10,27.322319001491092966,2770451,3248,75695146.00,1385041,49.99,1.10,-0.80
18-August-2015,27.00,28.20,27.00,27.75,27.702880881650590453,6356804,6796,176101784.00,2694790,42.39,1.20,0.75
17-August-2015,26.00,27.45,25.00,26.95,26.621466324597041461,6411950,6874,170695511.00,2923887,45.60,2.45,0.95
14-August-2015,24.40,26.00,24.20,25.80,25.194572421057349678,5577625,6256,140525877.00,2353949,42.20,1.80,1.40
13-August-2015,24.05,24.80,23.75,24.05,24.223755198534976470,2379757,3374,57646651.00,1288680,54.15,1.05,0.00
12-August-2015,25.15,25.25,23.75,24.00,24.405564563914466689,2600671,3367,63470844.00,1629207,62.65,1.50,-1.15
11-August-2015,26.40,26.75,24.75,25.05,25.472584983875532169,3215610,3786,81909899.00,1963290,61.05,2.00,-1.35
10-August-2015,26.50,26.90,26.10,26.20,26.509680832780437893,2001584,3165,53061353.00,1184370,59.17,0.80,-0.30
7-August-2015,26.50,27.00,26.20,26.30,26.561283995171137869,2190164,2911,58173568.00,1206394,55.08,0.80,-0.20
6-August-2015,26.85,27.50,26.50,26.85,27.011179964999273517,4322196,4604,116747614.00,1739412,40.24,1.00,0.00
5-August-2015,26.90,27.60,26.40,26.75,26.952082486528558107,5779077,6381,155758160.00,1856349,32.12,1.20,-0.15
4-August-2015,27.65,27.90,26.60,27.00,27.091320096304209400,4375302,5598,118532707.00,2062130,47.13,1.30,-0.65
3-August-2015,28.05,28.75,27.35,27.55,27.969256976182820373,10916070,11769,305314367.00,5410346,49.56,1.40,-0.50
31-July-2015,26.05,27.65,25.85,27.25,26.902226788732364666,9484510,10337,255154439.00,4359211,45.96,1.80,1.20
30-July-2015,27.40,27.60,25.60,25.80,26.345136816683847948,6663259,9260,175544470.00,3357296,50.39,2.00,-1.60
29-July-2015,27.65,28.35,26.50,27.25,27.527810022852979803,23963177,26241,659653784.00,8992287,37.53,1.85,-0.40
28-July-2015,25.20,27.25,24.35,26.60,26.207073391612069827,18365532,17428,481306845.00,7109948,38.71,2.90,1.40
27-July-2015,24.50,25.50,24.30,25.15,25.104321198193059094,6714110,9002,168553174.00,3310005,49.30,1.20,0.65
24-July-2015,23.85,24.90,23.55,23.90,24.363684758018547874,10433217,11915,254191610.00,4660051,44.67,1.35,0.05
23-July-2015,22.90,23.65,22.60,23.15,23.214851246682493736,7315736,7902,169833723.00,3315729,45.32,1.05,0.25
22-July-2015,21.80,23.20,21.55,22.55,22.568604121031869335,3636662,3823,82074385.00,1560637,42.91,1.65,0.75
21-July-2015,22.70,23.40,22.05,22.65,22.761263437379341211,5938751,5737,135173476.00,3072509,51.74,1.35,-0.05
20-July-2015,22.50,23.15,22.30,22.80,22.750859612220488382,4994694,5141,113633582.00,3034093,60.75,0.85,0.30
17-July-2015,21.00,22.45,20.75,22.00,21.594578493615974936,5213717,4746,112588021.00,2894092,55.51,1.70,1.00
16-July-2015,20.70,21.05,20.65,20.80,20.812884625250089775,974650,1181,20285278.00,378523,38.84,0.40,0.10
15-July-2015,21.05,21.40,20.60,20.80,21.033748564935910333,1689820,1891,35543249.00,668524,39.56,0.80,-0.25
14-July-2015,20.90,21.65,20.75,20.95,21.088784846456553623,3476573,3423,73316700.00,1305709,37.56,0.90,0.05
13-July-2015,20.00,21.00,19.90,20.85,20.584985338026309077,2097603,2340,43179127.00,1184632,56.48,1.10,0.85
10-July-2015,20.45,20.45,19.85,20.05,20.099396763345829402,1103547,1390,22180629.00,518237,46.96,0.60,-0.40
9-July-2015,20.40,20.85,20.10,20.20,20.446093114339242999,1226578,1632,25078728.00,630103,51.37,0.75,-0.20
8-July-2015,20.40,21.30,20.20,20.45,20.787152411818906744,3742072,4757,77787021.00,1561788,41.74,1.10,0.05
7-July-2015,20.00,21.00,19.85,20.60,20.523503566155297900,6648757,6305,136455788.00,3181165,47.85,1.15,0.60
6-July-2015,18.85,19.90,18.50,19.65,19.340448046587019003,3598599,3500,69598517.00,1321323,36.72,1.40,0.80
3-July-2015,19.15,19.35,18.95,19.05,19.123451800624751606,1041694,1251,19920785.00,483614,46.43,0.40,-0.10
2-July-2015,19.40,19.55,19.10,19.15,19.302496075904087082,1909357,2227,36855356.00,809776,42.41,0.45,-0.25
1-July-2015,18.80,19.50,18.80,19.00,19.143874713690257849,2611682,3010,49997713.00,1275289,48.83,0.70,0.20
30-June-2015,18.35,18.45,18.20,18.35,18.323750154090899683,1111357,1354,20364228.00,667848,60.09,0.25,0.00
29-June-2015,18.50,18.60,18.10,18.20,18.340212599804405260,1644216,1884,30155271.00,1039487,63.22,0.50,-0.30
26-June-2015,18.90,19.10,18.60,18.65,18.765884264158035523,1165257,1150,21867078.00,695926,59.72,0.50,-0.25
25-June-2015,18.90,19.20,18.65,19.00,19.012745401053199896,1022408,1215,19438783.00,590234,57.73,0.55,0.10
24-June-2015,18.60,19.40,18.50,18.95,19.127282365732268150,2961620,3258,56647742.00,1382203,46.67,0.90,0.35
23-June-2015,18.30,18.70,18.05,18.60,18.416315778862363580,1289586,2093,23749423.00,666145,51.66,0.65,0.30
22-June-2015,18.25,18.60,17.95,18.25,18.235829263318712389,1157244,1559,21103304.00,662726,57.27,0.65,0.00
19-June-2015,18.35,18.40,17.90,18.00,18.080767764273619047,778937,1146,14083779.00,510204,65.50,0.50,-0.35
18-June-2015,18.10,18.55,18.10,18.25,18.316137306983650820,934053,1053,17108243.00,426862,45.70,0.45,0.15
17-June-2015,18.90,18.90,18.20,18.30,18.433847081043695563,1450193,1820,26732636.00,674886,46.54,0.70,-0.60
16-June-2015,18.00,19.00,17.75,18.65,18.427580596244516177,2367418,2875,43625786.00,732684,30.95,1.25,0.65
15-June-2015,17.95,18.20,17.10,18.05,17.953827224811700871,1263017,1651,22675989.00,735260,58.21,1.10,0.10
12-June-2015,18.20,18.50,17.60,17.85,18.002664572743483311,1081224,1525,19464913.00,705994,65.30,0.90,-0.35
11-June-2015,18.65,18.90,18.05,18.15,18.356125445526171965,1147239,1471,21058863.00,670652,58.46,0.85,-0.50
10-June-2015,18.60,18.80,18.40,18.55,18.581911087110233956,1029592,1514,19131787.00,764151,74.22,0.40,-0.05
9-June-2015,18.90,18.90,18.00,18.60,18.536190803048984589,944052,1650,17499128.00,562807,59.62,0.90,-0.30
8-June-2015,18.20,19.65,18.20,18.60,18.961352890952223243,3076789,3880,58340082.00,1445108,46.97,1.45,0.40
5-June-2015,18.10,18.45,17.90,18.15,18.173497264857400817,941450,1338,17109439.00,598334,63.55,0.55,0.05
4-June-2015,18.05,18.30,17.80,18.10,18.071654940533762480,1719379,1982,31072024.00,1004436,58.42,0.50,0.05
3-June-2015,19.00,19.20,17.00,18.10,18.178842739646614089,2069975,2961,37629750.00,1093130,52.81,2.20,-0.90
2-June-2015,19.70,19.80,19.10,19.20,19.438723565443139718,1298868,1625,25248336.00,536749,41.32,0.70,-0.50
1-June-2015,20.00,20.00,19.00,19.50,19.507710532655056609,1764275,2392,34416966.00,885193,50.17,1.00,-0.50
29-May-2015,19.90,21.30,19.90,20.15,20.663967792735621744,5601966,7441,115758845.00,2352547,42.00,1.40,0.25
28-May-2015,19.40,19.50,18.80,18.90,19.098381908721207982,1082201,1844,20668288.00,639830,59.12,0.70,-0.50
27-May-2015,19.50,19.70,19.10,19.40,19.406154730445066313,1694534,2206,32884389.00,629298,37.14,0.60,-0.10
26-May-2015,18.35,19.70,18.20,19.50,18.972302444029773553,1933528,3110,36683478.00,1185010,61.29,1.50,1.15
25-May-2015,18.15,18.45,18.00,18.35,18.278784947540034585,1616852,1639,29554090.00,1063798,65.79,0.45,0.20
22-May-2015,18.15,18.25,17.55,17.75,17.980211804803449004,1532732,1804,27558846.00,974049,63.55,0.70,-0.40
21-May-2015,18.05,18.30,17.40,17.80,17.942775065899925240,2319426,2524,41616939.00,1002000,43.20,0.90,-0.25
20-May-2015,18.00,18.25,17.85,17.90,18.042645491042346027,1085273,1255,19581196.00,468637,43.18,0.40,-0.10
19-May-2015,18.20,18.45,17.90,17.95,18.124561028342745737,1440298,1857,26104769.00,734286,50.98,0.55,-0.25
18-May-2015,17.95,18.35,17.80,18.10,18.078814562876076779,997303,1251,18030056.00,507697,50.91,0.55,0.15
15-May-2015,18.10,18.45,17.80,18.00,18.100681748671967469,1383061,1602,25034347.00,767079,55.46,0.65,-0.10
14-May-2015,18.00,18.50,17.45,18.05,18.053306594056090986,1170812,1578,21137028.00,535705,45.75,1.05,0.05
13-May-2015,18.35,18.70,17.50,18.00,17.942482549581594515,1606695,2048,28828097.00,839115,52.23,1.20,-0.35
12-May-2015,18.35,18.45,17.75,17.95,18.027762111094642379,1039006,1535,18730953.00,578681,55.70,0.70,-0.40
11-May-2015,17.70,18.80,17.25,18.30,18.279766384099510856,1445792,2123,26428740.00,680257,47.05,1.55,0.60
8-May-2015,17.15,17.70,17.00,17.40,17.386266543227752110,1367478,3071,23775337.00,705909,51.62,0.70,0.25
7-May-2015,18.00,18.15,16.80,17.00,17.281696750005124248,2293019,4717,39627259.00,1411545,61.56,1.35,-1.00
6-May-2015,18.70,18.70,17.80,18.00,18.124019472556612389,1405876,3181,25480124.00,844300,60.06,0.90,-0.70
5-May-2015,18.70,19.05,18.35,18.70,18.696222495768579781,1559760,3086,29161620.00,623625,39.98,0.70,0.00
4-May-2015,18.40,18.80,18.35,18.55,18.605788971736659624,940547,2122,17499619.00,560939,59.64,0.45,0.15
30-April-2015,18.65,18.85,18.30,18.40,18.482308437572916983,788568,2238,14574557.00,499409,63.33,0.55,-0.25
29-April-2015,19.00,19.15,18.50,18.65,18.753681809596878335,1106589,2954,20752618.00,580687,52.48,0.65,-0.35
28-April-2015,17.40,19.00,17.20,18.60,18.229893079275954941,1515983,3806,27636208.00,815471,53.79,1.80,1.20
27-April-2015,18.70,18.70,16.70,17.75,17.851953237438055747,3085032,6185,55073847.00,1758495,57.00,2.00,-0.95
24-April-2015,19.80,19.80,18.60,18.85,19.092886767111311655,2269376,5075,43328939.00,1400385,61.71,1.20,-0.95
23-April-2015,20.00,20.25,19.70,19.75,19.917876473393175334,1793055,2988,35713848.00,1028507,57.36,0.55,-0.25
22-April-2015,20.35,20.45,19.65,19.80,19.985067265053668230,1682746,3525,33629792.00,1099002,65.31,0.80,-0.55
21-April-2015,20.70,20.70,20.10,20.25,20.328470454635577192,1740053,3446,35372616.00,1107703,63.66,0.60,-0.45
20-April-2015,20.80,21.05,20.50,20.60,20.784886340020884884,1549446,3225,32205059.00,816094,52.67,0.55,-0.20
17-April-2015,21.40,21.45,20.55,20.75,21.021949926349816390,1887979,3907,39689000.00,1103013,58.42,0.90,-0.65
16-April-2015,21.75,21.85,21.10,21.25,21.454472116024361082,2836163,4739,60848380.00,1304095,45.98,0.75,-0.50
15-April-2015,22.25,22.25,21.50,21.65,21.855419135702627593,2380315,3510,52022782.00,1495904,62.84,0.75,-0.60
13-April-2015,22.70,22.75,22.15,22.25,22.468203411627899988,2662424,4752,59819884.00,1320005,49.58,0.60,-0.45
10-April-2015,21.90,22.50,21.70,22.25,22.204807316666218454,3458187,4438,76788376.00,1947015,56.30,0.80,0.35
9-April-2015,22.20,22.40,21.80,21.90,22.054576972571232591,2035199,4157,44885453.00,992203,48.75,0.60,-0.30
8-April-2015,22.05,22.80,21.60,21.95,22.034425589672418526,3143737,5106,69270439.00,1233907,39.25,1.20,-0.10
7-April-2015,22.50,22.50,21.65,22.00,22.005430039933563936,2725026,4512,59965369.00,1375775,50.49,0.85,-0.50
6-April-2015,22.60,22.80,22.10,22.20,22.387567807582744229,2357959,4896,52788967.00,1274335,54.04,0.70,-0.40
1-April-2015,21.80,22.80,21.50,22.45,22.264080046537311052,4741142,8191,105557165.00,1574673,33.21,1.30,0.65
31-March-2015,21.30,22.00,21.30,21.70,21.716379175144764151,2454855,4446,53310562.00,1180763,48.10,0.70,0.40
30-March-2015,20.65,22.00,20.65,21.75,21.514161138398756966,3522351,7413,75780427.00,1767221,50.17,1.35,1.10
27-March-2015,20.95,21.15,19.80,20.15,20.371764267800946396,4355892,7993,88737205.00,2271973,52.16,1.35,-0.80
26-March-2015,21.60,21.70,20.75,20.90,21.270863880986490960,3386103,5295,72025336.00,1200704,35.46,0.95,-0.70
25-March-2015,21.40,21.90,20.25,21.55,21.192033311648468263,6061063,11664,128446249.00,2046938,33.77,1.65,0.15
24-March-2015,21.75,21.75,21.20,21.35,21.510878052776943332,2160451,4218,46473198.00,1200292,55.56,0.55,-0.40
23-March-2015,21.55,23.00,21.30,21.65,22.151757790933099721,5451786,8439,120766643.00,2373380,43.53,1.70,0.10
20-March-2015,22.00,22.10,21.30,21.45,21.725890190397469748,3833927,8525,83295477.00,1837372,47.92,0.80,-0.55
19-March-2015,23.00,23.45,21.60,21.75,22.323376744610134315,5988229,11881,133677492.00,2476992,41.36,1.85,-1.25
18-March-2015,22.90,23.30,22.60,22.75,22.867073681194015955,2749779,5610,62879399.00,1342808,48.83,0.70,-0.15
17-March-2015,23.45,23.50,22.25,22.60,22.856066742848358600,3330634,6454,76125193.00,1589130,47.71,1.25,-0.85
16-March-2015,22.75,23.30,22.60,22.90,22.967747025217564711,4106939,7335,94327136.00,1759603,42.84,0.70,0.15
13-March-2015,23.75,24.20,22.35,22.50,22.927862932308098792,5699899,10677,130686503.00,2256746,39.59,1.85,-1.25
12-March-2015,21.70,24.35,21.50,23.50,23.448502094954916308,12215060,24764,286424860.00,4848395,39.69,2.85,1.80
11-March-2015,20.60,21.60,20.60,21.40,21.155545811558482731,3911240,8049,82744417.00,1493929,38.20,1.00,0.80
10-March-2015,21.30,21.60,20.65,20.75,21.031398324539549447,2657180,5087,55884211.00,1172600,44.13,0.95,-0.55
9-March-2015,21.50,22.10,20.90,21.20,21.584825592023265475,3008750,6041,64943344.00,1550849,51.54,1.20,-0.30
5-March-2015,21.85,22.05,21.50,21.60,21.716123900430469773,2949336,5203,64048146.00,1265297,42.90,0.55,-0.25
4-March-2015,22.65,22.90,21.50,21.90,22.338980325316794686,3196392,6689,71404138.00,1793936,56.12,1.40,-0.75
3-March-2015,22.50,23.00,22.30,22.60,22.644612996293261996,4610253,8146,104397395.00,1879915,40.78,0.70,0.10
2-March-2015,22.40,23.00,21.80,22.35,22.269928923110673866,7038012,12945,156736027.00,2909833,41.34,1.20,-0.05
28-February-2015,24.10,24.50,22.30,23.05,23.401999800656824966,5558254,10328,130074259.00,2796359,50.31,2.20,-1.05
27-February-2015,24.20,24.50,23.55,23.90,23.957297254696537572,5062719,9392,121289064.00,2798584,55.28,0.95,-0.30
26-February-2015,25.35,25.45,24.15,24.30,24.720045538659335918,5780583,10182,142896275.00,2961370,51.23,1.30,-1.05
25-February-2015,24.85,25.70,24.80,24.95,25.167945794056538360,11471362,20727,288710617.00,5179489,45.15,0.90,0.10
24-February-2015,24.30,24.75,24.00,24.15,24.424938834241523292,8919206,14962,217851061.00,4617705,51.77,0.75,-0.15
23-February-2015,24.10,24.50,22.80,24.00,23.928821526701852729,15087792,24888,361033082.00,6593158,43.70,1.70,-0.10
20-February-2015,22.80,23.90,22.50,23.90,23.453326116767136354,30799505,41750,722350835.00,10781823,35.01,1.40,1.10
19-February-2015,20.20,20.30,19.85,19.95,19.957698137059667103,4266857,6473,85156644.00,2326726,54.53,0.45,-0.25
18-February-2015,20.60,20.90,19.70,19.90,20.154051898456819106,3993375,7467,80482687.00,2310812,57.87,1.20,-0.70
16-February-2015,19.90,20.30,19.75,20.10,20.056604209785084100,2638567,4690,52920694.00,1474178,55.87,0.55,0.20
13-February-2015,19.65,19.95,19.25,19.65,19.660815681627413222,3524022,7252,69285147.00,1751660,49.71,0.70,0.00
12-February-2015,20.20,20.35,19.95,20.05,20.130494610970723330,2292064,4053,46140382.00,1229052,53.62,0.40,-0.15
11-February-2015,20.00,20.30,19.90,20.00,20.066512724710818078,2265356,4496,45457795.00,1248894,55.13,0.40,0.00
10-February-2015,20.00,20.60,19.60,20.00,20.097410388475698782,2943762,6301,59161993.00,1250153,42.47,1.00,0.00
9-February-2015,20.50,20.75,19.75,20.00,20.197514613073570366,3199019,6805,64612233.00,1787926,55.89,1.00,-0.50
6-February-2015,21.80,22.00,20.60,20.90,21.078114653589284550,3638037,7827,76682961.00,1717436,47.21,1.40,-0.90
5-February-2015,22.20,22.70,21.00,21.55,22.058554360063114714,3220802,6924,71046236.00,1690129,52.48,1.70,-0.65
4-February-2015,22.40,22.60,21.90,22.00,22.155906910043240687,3980279,8060,88186691.00,1715428,43.10,0.70,-0.40
3-February-2015,23.00,23.20,22.15,22.45,22.622431885102913316,4133090,8525,93500547.00,2125524,51.43,1.05,-0.55
2-February-2015,22.85,23.70,22.80,23.00,23.088871648773971943,6995313,14448,161513884.00,3809509,54.46,0.90,0.15
30-January-2015,22.30,22.75,21.95,22.20,22.338296676746408135,6860295,14490,153247305.00,3138960,45.76,0.80,-0.10
29-January-2015,22.00,22.20,21.50,21.80,21.755357407444464205,4447627,8576,96759715.00,1811346,40.73,0.70,-0.20
28-January-2015,22.80,22.85,21.60,21.85,22.193702763265381710,5831796,13164,129429147.00,2744551,47.06,1.25,-0.95
27-January-2015,22.80,23.10,21.40,22.60,22.227416897455984523,8700576,19837,193391330.00,2638287,30.32,1.70,-0.20
23-January-2015,22.80,22.95,22.10,22.25,22.467228047996673802,8182317,17202,183833982.00,3678318,44.95,0.85,-0.55
22-January-2015,22.00,22.50,21.55,22.10,22.011690865923319829,9443954,19493,207877396.00,4726655,50.05,0.95,0.10
21-January-2015,22.50,22.80,21.00,21.10,21.539818252849976516,11999748,25307,258472391.00,5908847,49.24,1.80,-1.40
20-January-2015,23.30,24.10,22.85,23.00,23.382292431783734062,30379338,50272,710338565.00,14747812,48.55,1.25,-0.30
19-January-2015,21.50,22.55,21.15,22.55,22.078289044303688885,8276918,10154,182740188.00,5912076,71.43,1.40,1.05
16-January-2015,20.50,20.50,20.50,20.50,20.499999873446204132,3950889,7704,80993224.00,3770826,95.44,0.00,0.00
15-January-2015,19.45,19.45,18.50,18.65,18.801724228306287686,8966446,14717,168584645.00,4532653,50.55,0.95,-0.80
14-January-2015,18.00,18.50,17.70,18.10,18.071757844094957048,5975291,10802,107984012.00,2329745,38.99,0.80,0.10
13-January-2015,18.30,18.65,17.90,18.15,18.251148182094866585,6853878,10673,125091143.00,2963667,43.24,0.75,-0.15
12-January-2015,18.80,19.15,17.80,18.40,18.364798899393342022,13335191,16395,244898101.00,8091653,60.68,1.35,-0.40
9-January-2015,18.00,18.30,17.90,18.30,18.261039613646874666,3597952,7320,65702344.00,3375087,93.81,0.40,0.30
8-January-2015,16.40,17.20,16.40,16.65,16.729219949562951857,6717681,10731,112381563.00,2658702,39.58,0.80,0.25
7-January-2015,15.90,16.60,15.90,16.20,16.259558093794004988,6658336,11700,108261601.00,2128947,31.97,0.70,0.30
6-January-2015,16.90,16.90,15.75,16.20,16.368250990303321518,9277713,15570,151859935.00,3752717,40.45,1.15,-0.70
5-January-2015,17.65,18.00,17.35,17.45,17.583213025588248896,4778717,9243,84025199.00,2131007,44.59,0.65,-0.20
2-January-2015,18.30,18.50,17.55,17.65,18.037007145928671295,9250862,14638,166857864.00,3451808,37.31,0.95,-0.65
1-January-2015,17.50,18.50,17.30,18.05,18.009554518840669201,13311921,19873,239741767.00,3840898,28.85,1.20,0.55
31-December-2014,17.30,17.60,16.75,17.20,17.135709257692238606,11190143,22365,191751037.00,4139140,36.99,0.85,-0.10
30-December-2014,18.75,18.90,17.45,17.80,17.813794079826512190,11428584,22175,203586442.00,3721121,32.56,1.45,-0.95
29-December-2014,19.75,19.95,18.60,18.70,19.087848372032451586,14912183,25861,284641488.00,5950988,39.91,1.35,-1.05
26-December-2014,18.65,19.60,18.25,19.25,19.145266850520483273,31176218,50184,596877013.00,10314811,33.09,1.35,0.60
24-December-2014,17.50,18.30,17.00,17.65,17.631900582077311722,24258805,38523,427728838.00,6383896,26.32,1.30,0.15
23-December-2014,18.90,19.50,16.55,16.75,18.008256433257360459,30333195,48876,546247954.00,10659326,35.14,2.95,-2.15
22-December-2014,16.45,18.90,16.20,18.50,17.969158738286826170,38211569,55200,686629749.00,15399181,40.30,2.70,2.05
19-December-2014,14.50,15.80,14.40,15.80,15.300557683540712798,29687446,41964,454234480.00,12016184,40.48,1.40,1.30
18-December-2014,13.50,13.90,12.65,13.20,13.283502028631931737,17279379,28980,229530666.00,6198112,35.87,1.25,-0.30
17-December-2014,14.50,14.95,12.75,13.15,13.407528117722696225,21260879,41612,285055833.00,6886437,32.39,2.20,-1.35
16-December-2014,13.30,14.75,11.25,13.90,12.718296683148907512,36251341,88881,461055310.00,11335200,31.27,3.50,0.60
15-December-2014,14.70,15.25,13.40,13.55,14.023528964707329503,9657926,17324,135438205.00,4876248,50.49,1.85,-1.15
12-December-2014,14.90,15.75,14.50,14.70,15.135333693120011695,9603839,15232,145357308.00,3670346,38.22,1.25,-0.20
11-December-2014,16.30,16.55,14.75,15.05,15.701797668160353904,8296025,17816,130262506.00,4095001,49.36,1.80,-1.25
10-December-2014,15.50,16.75,15.20,16.20,16.033515840703823295,11859795,21681,190154211.00,4068557,34.31,1.55,0.70
9-December-2014,14.70,16.90,14.30,15.65,15.721185397099948678,21386656,38674,336223584.00,7664356,35.84,2.60,0.95
8-December-2014,14.50,15.90,13.90,15.25,15.005249429883464040,21960861,42519,329528197.00,6519596,29.69,2.00,0.75
5-December-2014,18.30,18.35,15.70,15.95,16.730825861132676693,28631012,48847,479020476.00,14171573,49.50,2.65,-2.35
4-December-2014,19.65,19.95,18.25,18.50,18.884323147592025672,16053618,40339,303161710.00,7148626,44.53,1.70,-1.15
3-December-2014,20.25,21.25,19.50,19.65,20.328265980571812170,13174466,27357,267814049.00,4890062,37.12,1.75,-0.60
